,timestamp,temperature,relative_humidity,pressure,rainfall,wind_direction,wind_speed
0,2026-01-30T00:00:00,17.34,60,902.99,0,59,3.3
1,2026-01-30T01:00:00,16.67,63,902.64,0,62,2.7
2,2026-01-30T02:00:00,15.96,66,902.02,0,65,2.8
3,2026-01-30T03:00:00,15.47,68,901.66,0,73,2.9
4,2026-01-30T04:00:00,15.24,70,901.77,0,81,3.5
5,2026-01-30T05:00:00,17.75,79,904.26,0,101,3.5
6,2026-01-30T06:00:00,14.69,85,902.84,0,91,3.5
7,2026-01-30T07:00:00,15.19,89,903.65,0,97,3.6
8,2026-01-30T08:00:00,17.75,79,904.26,0,101,3.5
9,2026-01-30T09:00:00,20.65,64,904.69,0,101,4.2
10,2026-01-30T10:00:00,22.86,49,904.73,0,94,4.9
11,2026-01-30T11:00:00,24.25,42,904.42,0,88,4.5
12,2026-01-30T12:00:00,25.29,40,903.21,0,75,3.1
13,2026-01-30T13:00:00,26.21,37,902.21,0,58,2.3
14,2026-01-30T14:00:00,26.5,36,901.4,0,58,2.2
15,2026-01-30T15:00:00,26.21,36,900.92,0,52,1.8
16,2026-01-30T16:00:00,25.8,35,900.62,0,45,1.7
17,2026-01-30T17:00:00,24.83,38,900.76,0,45,2.5
18,2026-01-30T18:00:00,22.6,45,901.27,0,59,2.0
19,2026-01-30T19:00:00,20.86,52,902.09,0,100,0.7
20,2026-01-30T20:00:00,19.54,55,902.84,0,106,1.5
21,2026-01-30T21:00:00,18.57,56,903.04,0,108,1.5
22,2026-01-30T22:00:00,17.93,56,902.89,0,55,1.1
23,2026-01-30T23:00:00,17.03,59,902.63,0,60,1.4
24,2026-01-31T00:00:00,16.74,53,902.37,0,71,2.4
25,2026-01-31T01:00:00,16.22,55,901.95,0,76,2.7
26,2026-01-31T02:00:00,15.02,60,901.38,0,71,2.4
27,2026-01-31T03:00:00,14.57,63,901.12,0,80,3.0
28,2026-01-31T04:00:00,14.33,65,901.44,0,73,3.2
29,2026-01-31T05:00:00,13.99,68,901.9,0,80,3.1
30,2026-01-31T06:00:00,13.48,72,902.54,0,79,2.5
31,2026-01-31T07:00:00,13.95,72,903.54,0,79,2.5
32,2026-01-31T08:00:00,17.16,59,904.24,0,84,2.6
33,2026-01-31T09:00:00,20.02,43,904.67,0,87,3.8
34,2026-01-31T10:00:00,22.66,33,904.59,0,85,4.4
35,2026-01-31T11:00:00,24.33,29,903.86,0,81,4.8
36,2026-01-31T12:00:00,25.43,27,903.03,0,77,4.6
37,2026-01-31T13:00:00,26.04,27,902.0,0,72,4.2
38,2026-01-31T14:00:00,26.4,28,901.19,0,65,3.7
39,2026-01-31T15:00:00,26.42,28,900.61,0,60,3.2
40,2026-01-31T16:00:00,25.97,28,900.6,0,56,3.3
41,2026-01-31T17:00:00,24.91,29,900.99,0,53,2.7
42,2026-01-31T18:00:00,21.39,35,901.4,0,54,2.0
43,2026-01-31T19:00:00,19.63,39,902.16,0,71,2.0
44,2026-01-31T20:00:00,18.42,40,902.73,0,73,2.2
45,2026-01-31T21:00:00,17.43,40,903.19,0,65,2.1
46,2026-01-31T22:00:00,16.52,42,903.23,0,59,2.1
47,2026-01-31T23:00:00,15.96,44,902.91,0,66,2.4
48,2026-02-01T00:00:00,15.48,47,902.42,0,82,2.5
49,2026-02-01T01:00:00,15.12,51,901.92,0,92,3.0
50,2026-02-01T02:00:00,15.2,60,901.46,0,94,3.6
51,2026-02-01T03:00:00,14.87,68,901.16,0,88,3.7
52,2026-02-01T04:00:00,14.16,73,901.05,0,78,3.2
53,2026-02-01T05:00:00,13.37,77,901.48,0,69,2.8
54,2026-02-01T06:00:00,12.78,79,902.29,0,64,2.4
55,2026-02-01T07:00:00,13.32,76,903.05,0,59,2.5
56,2026-02-01T08:00:00,17.09,57,903.8,0,66,2.6
57,2026-02-01T09:00:00,20.05,34,904.28,0,71,3.5
58,2026-02-01T10:00:00,22.61,23,904.36,0,73,4.5
59,2026-02-01T11:00:00,24.27,20,903.66,0,73,5.0
60,2026-02-01T12:00:00,25.49,19,902.74,0,71,4.8
61,2026-02-01T13:00:00,26.21,18,901.74,0,69,4.3
62,2026-02-01T14:00:00,26.61,18,900.92,0,68,3.8
63,2026-02-01T15:00:00,26.78,18,900.55,0,70,3.4
64,2026-02-01T16:00:00,26.38,19,900.69,0,70,3.1
65,2026-02-01T17:00:00,25.09,23,901.04,0,67,2.4
66,2026-02-01T18:00:00,21.42,31,901.64,0,70,1.7
67,2026-02-01T19:00:00,20.07,30,902.41,0,91,2.3
68,2026-02-01T20:00:00,19.15,33,903.06,0,81,2.3
69,2026-02-01T21:00:00,18.1,37,903.36,0,71,1.6
70,2026-02-01T22:00:00,17.56,38,903.58,0,72,1.8
71,2026-02-01T23:00:00,16.85,40,903.37,0,72,2.2
72,2026-02-02T00:00:00,16.19,44,903.05,0,76,2.0
73,2026-02-02T01:00:00,15.36,49,902.6,0,75,2.0
74,2026-02-02T02:00:00,15.14,52,902.1,0,79,2.3
